,name,rating,avg_salary,jobs,benefits,type_of_company,team_size,how_old,city,positives,negatives
9418,Devon Software Services,4.2,356,17,14,Software Product,201.0,20,Bengaluru,"['Company Culture', ' Work Life Balance', ' Skill Development / Learning']",['nan']
9419,Flyweis Technology,4.3,49,9,4,IT Services & Consulting,51.0,,New delhi,"['Skill Development / Learning', ' Work Life Balance', ' Work Satisfaction']",['nan']
9420,Welcomhotel By ITC Hotels,4.3,166,0,2,,,,New delhi,"['Job Security', ' Work Life Balance', ' Skill Development / Learning']",['nan']
9421,IBM Consulting,3.9,802,0,10,,10.0,,Bengaluru,"['Job Security', ' Work Life Balance', ' Skill Development / Learning']",['Promotions / Appraisal']
9422,EzappSolution,4.8,4,1,41,IT Services & Consulting,51.0,16,Gurgaon/gurugram,"['Company Culture', ' Skill Development / Learning', ' Work Life Balance']",['nan']
9423,Financepeer,3.0,420,2,9,Financial Services,201.0,7,Mumbai,['nan'],"['Job Security', ' Promotions / Appraisal', ' Work Satisfaction']"
9424,Deduce Technologies,3.6,745,0,12,,201.0,,Bengaluru,['nan'],"['Skill Development / Learning', ' Promotions / Appraisal', ' Work Satisfaction']"
9425,Ami Polymer,3.4,486,26,11,Pharma,201.0,28,Mumbai,['nan'],"['Work Life Balance', ' Work Satisfaction', ' Job Security']"
9426,utkarsh micro finance,3.4,9,0,0,,,14,Varanasi,['nan'],"['Work Satisfaction', ' Promotions / Appraisal', ' Job Security']"
9427,HR+,4.1,444,230,8,Recruitment,1.0,18,Ashford,"['Skill Development / Learning', ' Work Life Balance', ' Work Satisfaction']",['nan']
9428,Contentra Technologies,2.2,303,0,7,Printing & Publishing,501.0,20,New delhi,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Company Culture']"
9429,Merit Group,3.8,545,8,13,IT Services & Consulting,501.0,21,London,['Company Culture'],"['Promotions / Appraisal', ' Salary & Benefits']"
9430,SI Group,4.7,588,0,7,Chemicals,1.0,118,Schenectady,"['Work Life Balance', ' Company Culture', ' Salary & Benefits']",['nan']
9431,LGB Forge,3.1,529,0,4,Industrial Machinery,51.0,18,Coimbatore,['nan'],"['Promotions / Appraisal', ' Work Satisfaction', ' Job Security']"
9432,Jaya Shree Textiles,3.5,241,0,13,Fashion & Textile,51.0,75,Hooghly,['Job Security'],"['Promotions / Appraisal', ' Company Culture', ' Salary & Benefits']"
9433,Viswaat Chemicals,3.5,628,0,14,Chemicals,201.0,26,Mumbai,['nan'],"['Company Culture', ' Salary & Benefits']"
9434,Aquapharm Chemicals,4.1,535,0,11,Chemicals,201.0,39,Pune,"['Job Security', ' Work Life Balance', ' Company Culture']",['Promotions / Appraisal']
9435,Chaitanya Projects Consultancy,3.9,368,7,10,Financial Services,51.0,,Noida,"['Work Satisfaction', ' Job Security', ' Salary & Benefits']",['Promotions / Appraisal']
9436,Ford Technology Services India,4.4,855,0,13,Automobile,201.0,29,Dearborn,"['Work Life Balance', ' Company Culture', ' Job Security']",['nan']
9437,AJ Hospital and Research Centre,3.5,332,13,6,Healthcare,501.0,23,Mangalore,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Life Balance']"
9438,Saveetha University,4.1,839,0,10,Education & Training,201.0,36,Chennai,"['Skill Development / Learning', ' Company Culture', ' Work Satisfaction']",['nan']
9439,Zenith Precision,3.7,390,0,7,Aviation,51.0,38,Bengaluru,['Skill Development / Learning'],"['Salary & Benefits', ' Job Security', ' Promotions / Appraisal']"
9440,Satec Envir Engineering (I),4.3,282,2,8,Engineering & Construction,501.0,33,Mumbai,"['Skill Development / Learning', ' Company Culture', ' Job Security']",['nan']
9441,Wadhokar,3.2,492,0,8,Auto Components,51.0,56,Pune,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Life Balance']"
9442,Sanghi Brothers,3.5,435,2,5,Auto Components,501.0,74,Indore,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
9443,ekincare,3.2,524,15,7,Healthcare,201.0,10,Hyderabad,['nan'],"['Job Security', ' Promotions / Appraisal', ' Work Satisfaction']"
9444,Spi Cinemas,4.7,305,0,12,Media & Entertainment,201.0,33,Chennai,"['Job Security', ' Company Culture', ' Work Satisfaction']",['nan']
9445,Information Evolution,3.5,592,4,2,IT Services & Consulting,201.0,17,Austin,['Work Life Balance'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Company Culture']"
9446,KSB Tech,3.7,373,0,16,Industrial Machinery,51.0,19,Pune,"['Job Security', ' Work Life Balance', ' Company Culture']","['Salary & Benefits', ' Promotions / Appraisal', ' Skill Development / Learning']"
9447,Seneca Global IT Services,4.1,821,7,11,IT Services & Consulting,201.0,17,Oak,"['Work Life Balance', ' Skill Development / Learning', ' Work Satisfaction']",['nan']
9448,E Solutions It Services,3.7,433,1,6,Recruitment,11.0,21,San,['nan'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Job Security']"
9449,Lotus Valley International School,4.0,351,0,13,Education & Training,201.0,20,Noida,['Skill Development / Learning'],"['Promotions / Appraisal', ' Company Culture', ' Work Life Balance']"
9450,Alice Blue Commodities,3.8,546,18,10,FinTech,501.0,18,Bengaluru,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Life Balance']"
9451,Piano Presitel,2.9,396,2,6,Auto Components,501.0,46,Thane,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Work Life Balance']"
9452,Sparkline Equipments,4.1,507,0,11,Industrial Machinery,51.0,34,Pune,"['Job Security', ' Company Culture', ' Skill Development / Learning']",['nan']
9453,Flint Group,3.6,307,2,15,Printing & Publishing,51.0,19,Luxembourg,['nan'],"['Promotions / Appraisal', ' Work Satisfaction', ' Job Security']"
9454,Mahindra Powerol,4.2,454,0,6,Industrial Machinery,51.0,23,Mumbai,"['Skill Development / Learning', ' Salary & Benefits', ' Job Security']",['Promotions / Appraisal']
9455,Gitarattan International Business School,4.7,80,0,5,Education & Training,51.0,20,New delhi,"['Job Security', ' Work Life Balance', ' Salary & Benefits']",['nan']
9456,Konkan Railway Corporation,3.9,357,0,14,Railways,5.0,53,Navi mumbai,['nan'],"['Promotions / Appraisal', ' Job Security', ' Company Culture']"
9457,SHREE AMBA INDUSTRIES,3.5,373,0,12,Auto Components,1.0,34,New delhi,['nan'],"['Promotions / Appraisal', ' Work Satisfaction', ' Company Culture']"
9458,Oxalis Pharmaceuticals,3.9,454,0,10,Pharma,501.0,12,Pune,"['Job Security', ' Skill Development / Learning']",['nan']
9459,Cynoteck Technology Solutions,4.6,95,2,61,IT Services & Consulting,51.0,16,Dehradun,"['Company Culture', ' Work Satisfaction', ' Work Life Balance']",['nan']
9460,JUD Cement,2.6,264,0,9,Building Material,201.0,19,Guwahati,['nan'],"['Salary & Benefits', ' Company Culture', ' Promotions / Appraisal']"
9461,Air Force School,4.0,322,3,6,Education & Training,10.0,69,New delhi,"['Job Security', ' Work Life Balance']","['Promotions / Appraisal', ' Salary & Benefits']"
9462,Clairvoyant India,4.3,891,43,22,IT Services & Consulting,201.0,10,Pune,"['Skill Development / Learning', ' Company Culture', ' Work Satisfaction']",['nan']
9463,AstraGen,3.7,349,0,8,EdTech,201.0,12,Chennai,['nan'],"['Promotions / Appraisal', ' Job Security', ' Salary & Benefits']"
9464,CISB,3.8,386,0,8,Law Enforcement & Security,1.0,20,Mumbai,"['Work Life Balance', ' Skill Development / Learning']",['nan']
9465,AAK KAMANI,4.0,325,0,10,Food Processing,201.0,62,Mumbai,"['Company Culture', ' Skill Development / Learning', ' Job Security']","['Promotions / Appraisal', ' Salary & Benefits']"
9466,Ghantoot Gulf Contracting,4.2,218,0,15,,,,Abu dhabi,"['Work Satisfaction', ' Work Life Balance', ' Skill Development / Learning']",['nan']
9467,Jocata Financial Advisory and Technology,3.4,757,2,9,Financial Services,501.0,14,Hyderabad/secunderabad,['nan'],"['Work Life Balance', ' Promotions / Appraisal', ' Company Culture']"
9468,Neotia Getwel Healthcare Centre,3.8,259,0,11,Healthcare,11.0,22,Siliguri,"['Skill Development / Learning', ' Job Security', ' Work Life Balance']","['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
9469,Solaimalai Enterprises,3.9,263,2,8,Logistics,501.0,29,Madurai,['Skill Development / Learning'],"['Promotions / Appraisal', ' Company Culture']"
9470,Delhi Public School Ghaziabad Society,3.1,398,7,9,Education & Training,1.0,44,New delhi,['nan'],"['Job Security', ' Promotions / Appraisal', ' Company Culture']"
9471,Community Health Center,4.1,288,0,2,Healthcare,201.0,,Akron,"['Skill Development / Learning', ' Work Satisfaction', ' Work Life Balance']",['nan']
9472,TNPL,4.2,348,16,16,Pulp & Paper,201.0,39,Chennai,"['Job Security', ' Work Life Balance', ' Work Satisfaction']",['nan']
9473,Sher-I-Kashmir Institute of Medical Sciences,4.6,194,0,3,Healthcare,201.0,47,Srinagar,"['Skill Development / Learning', ' Work Satisfaction', ' Salary & Benefits']",['nan']
9474,Anvil Cables,3.9,397,0,15,Semiconductors,201.0,15,Kolkata,['Work Satisfaction'],['Promotions / Appraisal']
9475,The Residency Group of Hotels,4.2,419,4,8,Hospitality,1.0,39,Chennai,"['Job Security', ' Skill Development / Learning', ' Company Culture']",['nan']
9476,Cambridge International School,4.3,435,0,13,Education & Training,1.0,11,Nawanshahr,"['Work Life Balance', ' Skill Development / Learning', ' Salary & Benefits']",['nan']
9477,Crimsoune Club,4.3,309,0,5,,1.0,19,Sonipat,"['Work Life Balance', ' Work Satisfaction', ' Skill Development / Learning']",['Promotions / Appraisal']
9478,Shreeja Mahila Milk Producer Company,4.4,256,2,17,,51.0,,Tirupati,"['Company Culture', ' Skill Development / Learning', ' Work Life Balance']",['nan']
9479,OPK e Services,3.4,407,12,10,,51.0,18,Gurgaon,['nan'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Work Satisfaction']"
9480,Bdh Industries,4.8,277,0,11,Pharma,51.0,34,Mumbai,"['Skill Development / Learning', ' Company Culture', ' Work Satisfaction']",['nan']
9481,Digikredit Finance,4.0,429,0,8,FinTech,51.0,10,Mumbai,"['Skill Development / Learning', ' Salary & Benefits']",['Promotions / Appraisal']
9482,Apex Kidney Care,4.1,316,0,6,Healthcare,,16,Mumbai,"['Job Security', ' Company Culture', ' Skill Development / Learning']",['nan']
9483,Wealth Clinic,3.5,422,24,7,Real Estate,501.0,12,Noida,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
9484,Sharayu Hyundai,4.8,103,0,15,,10.0,37,Mumbai,"['Company Culture', ' Work Satisfaction', ' Work Life Balance']",['nan']
9485,Quotient Technology,4.3,646,2,19,IT Services & Consulting,201.0,26,Salt lake city,"['Work Life Balance', ' Company Culture', ' Work Satisfaction']",['Job Security']
9486,Gainwell CAT,4.3,328,0,13,Industrial Machinery,501.0,,Kolkata,"['Skill Development / Learning', ' Salary & Benefits', ' Job Security']",['nan']
9487,IFL Housing Finance,4.1,323,0,6,Financial Services,51.0,,New delhi,"['Work Life Balance', ' Work Satisfaction']",['nan']
9488,Maruti Suzuki Arena KTL,4.2,568,0,7,,11.0,,Lucknow,"['Skill Development / Learning', ' Work Life Balance', ' Work Satisfaction']",['nan']
9489,Indian Institute of Technology Madras,4.4,686,0,8,Education & Training,501.0,65,Chennai,"['Skill Development / Learning', ' Work Satisfaction', ' Company Culture']","['Promotions / Appraisal', ' Salary & Benefits']"
9490,Dormakaba India,4.2,430,0,15,Building Material,501.0,27,Chennai,"['Job Security', ' Company Culture', ' Work Life Balance']",['Promotions / Appraisal']
9491,Telligent (A Verint Company),3.1,632,1,14,Software Product,1.0,20,Frisco,['nan'],"['Job Security', ' Promotions / Appraisal', ' Company Culture']"
9492,FabCafe,4.0,461,0,8,Hospitality,51.0,7,New delhi,"['Company Culture', ' Work Life Balance', ' Work Satisfaction']",['Job Security']
9493,Syntel International,3.6,289,0,9,,,,Chennai,['nan'],"['Salary & Benefits', ' Work Satisfaction', ' Promotions / Appraisal']"
9494,GRP,4.2,456,0,14,Auto Components,1.0,50,Mumbai,"['Work Life Balance', ' Salary & Benefits', ' Company Culture']",['nan']
9495,Gajra Gears,3.8,382,0,9,Automobile,1.0,62,Dewas,"['Work Life Balance', ' Job Security', ' Company Culture']","['Salary & Benefits', ' Promotions / Appraisal']"
9496,we-do-IT,4.2,444,0,10,Software Product,201.0,29,Melbourne,"['Company Culture', ' Work Life Balance', ' Work Satisfaction']",['Job Security']
9497,Kommineni Infotech,3.0,237,0,6,IT Services & Consulting,1.0,26,Hyderabad,['nan'],"['Salary & Benefits', ' Job Security', ' Promotions / Appraisal']"
9498,Any wear,4.2,736,0,18,Fashion & Textile,1.0,,Bengaluru,"['Company Culture', ' Job Security', ' Promotions / Appraisal']",['nan']
9499,Velammal Medical College Hospital & Research Institute,3.7,322,0,5,Healthcare,51.0,11,Madurai,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Company Culture']"
9500,Bse Institute,3.5,416,13,11,Education & Training,51.0,35,Mumbai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
9501,DSK Toyota,4.9,98,0,13,Automobile,1.0,24,Pune,"['Company Culture', ' Skill Development / Learning', ' Work Satisfaction']",['nan']
9502,Lodha & Company,3.4,507,2,3,Management Consulting,51.0,83,Kolkata,['nan'],"['Promotions / Appraisal', ' Work Life Balance', ' Salary & Benefits']"
9503,Vegazva Engineering,3.6,310,26,4,IT Services & Consulting,51.0,17,Gurgaon/gurugram,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Life Balance']"
9504,Inamdar Multispeciality Hospital,4.3,249,0,8,Healthcare,201.0,14,Pune,"['Skill Development / Learning', ' Company Culture', ' Work Satisfaction']",['nan']
9505,Tiwana Oil Mills,3.8,266,1,9,Food Processing,501.0,25,Fatehgarh,['nan'],"['Promotions / Appraisal', ' Job Security', ' Work Life Balance']"
9506,Shyama Power India,4.0,239,0,8,Electronics Manufacturing,1.0,45,Gurugram,['Work Life Balance'],['nan']
9507,Sanofi Pasteur,4.2,315,0,13,,5.0,20,Paris,"['Work Life Balance', ' Job Security', ' Company Culture']",['nan']
9508,Aruba Networks,4.2,900,0,10,Hardware & Networking,501.0,22,Santa,"['Job Security', ' Work Life Balance', ' Company Culture']",['nan']
9509,IMImobile,3.8,1100,1,10,IT Services & Consulting,501.0,24,London,"['Job Security', ' Salary & Benefits', ' Skill Development / Learning']",['nan']
9510,NTT DATA FA Insurance Systems,3.9,583,0,9,Software Product,201.0,43,Singapore,['nan'],"['Promotions / Appraisal', ' Salary & Benefits']"
9511,Arshiya International,4.1,510,0,9,Logistics,201.0,43,Mumbai,"['Skill Development / Learning', ' Work Life Balance']","['Salary & Benefits', ' Promotions / Appraisal']"
9512,The Hackett Group,3.3,681,25,10,Management Consulting,201.0,27,Miami,['nan'],"['Promotions / Appraisal', ' Work Satisfaction', ' Skill Development / Learning']"
9513,SI Group,4.7,588,0,7,Chemicals,1.0,118,Schenectady,"['Work Life Balance', ' Company Culture', ' Salary & Benefits']",['nan']
9514,Difacto Robotics and Automation,3.7,491,1,9,Industrial Automation,201.0,17,Bengaluru,"['Job Security', ' Skill Development / Learning']","['Work Life Balance', ' Work Satisfaction', ' Promotions / Appraisal']"
9515,ekincare,3.2,524,15,7,Healthcare,201.0,10,Hyderabad,['nan'],"['Job Security', ' Promotions / Appraisal', ' Work Satisfaction']"
9516,LGB Forge,3.1,529,0,4,Industrial Machinery,51.0,18,Coimbatore,['nan'],"['Promotions / Appraisal', ' Work Satisfaction', ' Job Security']"
9517,Viswaat Chemicals,3.5,628,0,14,Chemicals,201.0,26,Mumbai,['nan'],"['Company Culture', ' Salary & Benefits']"
9518,Aquapharm Chemicals,4.1,535,0,11,Chemicals,201.0,39,Pune,"['Job Security', ' Work Life Balance', ' Company Culture']",['Promotions / Appraisal']
9519,Spi Cinemas,4.7,305,0,12,Media & Entertainment,201.0,33,Chennai,"['Job Security', ' Company Culture', ' Work Satisfaction']",['nan']
9520,DreamOrbit,4.2,841,0,9,IT Services & Consulting,201.0,14,Bengaluru,"['Company Culture', ' Work Life Balance', ' Salary & Benefits']",['nan']
9521,KSB Tech,3.7,373,0,16,Industrial Machinery,51.0,19,Pune,"['Job Security', ' Work Life Balance', ' Company Culture']","['Salary & Benefits', ' Promotions / Appraisal', ' Skill Development / Learning']"
9522,HR+,4.1,444,230,8,Recruitment,1.0,18,Ashford,"['Skill Development / Learning', ' Work Life Balance', ' Work Satisfaction']",['nan']
9523,Information Evolution,3.5,592,4,2,IT Services & Consulting,201.0,17,Austin,['Work Life Balance'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Company Culture']"
9524,Sumitomo Mitsui Banking Corporation,2.5,680,27,12,Financial Services,201.0,23,New delhi,['nan'],"['Work Satisfaction', ' Company Culture', ' Skill Development / Learning']"
9525,Edufic Digital,4.1,379,2,18,EdTech,201.0,,Chennai,"['Skill Development / Learning', ' Work Satisfaction', ' Work Life Balance']",['nan']
9526,Mediaocean,4.3,622,0,22,Software Product,201.0,57,New delhi,"['Company Culture', ' Work Life Balance', ' Job Security']",['nan']
9527,Difacto Robotics and Automation,3.7,491,1,9,Industrial Automation,201.0,17,Bengaluru,"['Job Security', ' Skill Development / Learning']","['Work Life Balance', ' Work Satisfaction', ' Promotions / Appraisal']"
9528,Cambridge University Press,3.2,481,4,5,Printing & Publishing,51.0,490,Cambridge,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
9529,Schenck Process India,3.4,549,0,11,Industrial Machinery,201.0,143,Darmstadt,['nan'],"['Promotions / Appraisal', ' Skill Development / Learning', ' Work Satisfaction']"
9530,Mallcom,3.7,365,7,13,BPO,1.0,41,Kolkata,['Job Security'],"['Promotions / Appraisal', ' Salary & Benefits']"
9531,DreamOrbit,4.2,841,0,9,IT Services & Consulting,201.0,14,Bengaluru,"['Company Culture', ' Work Life Balance', ' Salary & Benefits']",['nan']
9532,Edufic Digital,4.1,379,2,18,EdTech,201.0,,Chennai,"['Skill Development / Learning', ' Work Satisfaction', ' Work Life Balance']",['nan']
9533,CleanMax Solar,4.4,555,1,6,Power,51.0,13,Mumbai,"['Company Culture', ' Job Security', ' Salary & Benefits']",['nan']
9534,Hi Tech Projects,4.3,501,0,15,Engineering & Construction,201.0,28,Ahmedabad,"['Work Satisfaction', ' Salary & Benefits', ' Skill Development / Learning']",['nan']
9535,Phoenix Mecano,4.1,620,0,8,Industrial Machinery,201.0,49,Stein,"['Job Security', ' Work Life Balance', ' Company Culture']",['nan']
9536,Oriental Rubber Industries,3.6,616,0,12,Petrochemicals,201.0,75,Pune,['Job Security'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
9537,Redco International Wll,4.1,210,0,18,Engineering & Construction,5.0,42,Doha,"['Skill Development / Learning', ' Work Satisfaction']","['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
9538,Seinumero Nirman,3.3,396,1,7,Industrial Machinery,201.0,32,Pune,['nan'],"['Promotions / Appraisal', ' Job Security', ' Work Satisfaction']"
